T D25_9 158 0 19.6234
T D25_8 2001 317791446 325.4613
T D25_7 2001 141451260 249.0575
T D20_9 2001 21956710 111.1564
T D20_8 94 0 5.2441
T D20_7 51 0 3.1245
T D15_9 70 0 2.6403
T D15_8 2001 12937870 78.9664
T D15_7 2001 71680960 88.9549
T C25_9 2001 145075330 131.43
T C25_8 2001 28231482 93.2716
T C25_7 2001 172396320 100.8953
T C20_9 45 0 1.381
T C20_8 48 0 1.5233
T C20_7 252 0 7.7995
T C15_9 149 0 3.826
T C15_8 22 0 0.40829
T C15_7 194 0 5.0184
T B25_9 570 0 42.7581
T B25_8 2001 369595771 140.4355
T B25_7 113 0 8.1815
T B20_9 42 0 1.6974
T B20_8 2001 582355046 77.7179
T B20_7 1433 0 53.7195
T B15_9 117 0 2.9934
T B15_8 38 0 1.0347
T B15_7 2001 289694853 55.1428
T A25_9 2001 190442782 135.1875
T A25_8 74 0 3.5386
T A25_7 2001 467939981 119.4091
T A25_6 2001 45379968 127.6658
T A25_5 2001 89929643 129.208
T A25_4 2001 246748257 136.2958
T A25_3 2001 198444287 143.0125
T A25_2 2001 16222487 124.0131
T A25_1 2001 1883628 127.5847
T A25_1 2001 352795691 150.6932
T A20_9 2001 21899485 77.2627
T A20_8 2001 68789123 100.9194
T A20_7 2001 11769355 87.2039
T A20_6 41 0 2.7226
T A20_5 36 0 2.0895
T A20_4 41 0 2.3754
T A20_3 33 0 1.5877
T A20_2 1719 0 75.4594
T A20_1 2001 28901200 94.9409
T A20_1 42 0 2.0236
T A15_9 2001 28300559 66.8472
T A15_8 27 0 0.67485
T A15_7 83 0 4.2129
T A15_6 2001 196809900 76.4695
T A15_5 38 0 1.6097
T A15_4 88 0 4.5825
T A15_3 2001 52358280 62.546
T A15_2 485 0 16.2836
T A15_1 21 0 0.85689
T A15_1 477 0 14.4626
