T D25_9 266 0 34.9199
T D25_8 2001 3873110 347.2012
T D25_7 106 0 11.8626
T D20_9 118 0 6.8961
T D20_8 71 0 3.884
T D20_7 51 0 3.2948
T D15_9 80 0 2.8711
T D15_8 36 0 1.1427
T D15_7 64 0 2.5054
T C25_9 1905 0 128.069
T C25_8 2001 940659.4953 102.2909
T C25_7 212 0 12.0956
T C20_9 48 0 1.7232
T C20_8 1098 0 40.1074
T C20_7 22 0 0.95809
T C15_9 161 0 7.0851
T C15_8 23 0 0.69651
T C15_7 46 0 2.1366
T B25_9 565 0 59.5944
T B25_8 547 0 52.0987
T B25_7 563 0 56.5013
T B20_9 47 0 2.1983
T B20_8 1829 0 85.5415
T B20_7 486 0 21.9603
T B15_9 34 0 1.435
T B15_8 38 0 1.7662
T B15_7 2001 4756481.5748 84.7825
T A25_9 2001 3527307 185.0731
T A25_8 69 0 4.8616
T A25_7 1504 0 105.7503
T A25_6 81 0 6.7999
T A25_5 308 0 28.2357
T A25_4 2001 475504 160.9091
T A25_3 412 0 35.0992
T A25_2 191 0 16.8794
T A25_1 139 0 8.8603
T A25_1 2001 7056685.6421 173.8707
T A20_9 60 0 3.6406
T A20_8 268 0 15.7247
T A20_7 101 0 3.839
T A20_6 41 0 2.677
T A20_5 142 0 5.5404
T A20_4 61 0 4.13
T A20_3 35 0 1.7259
T A20_2 55 0 2.7757
T A20_1 229 0 14.193
T A20_1 42 0 1.5985
T A15_9 40 0 1.5849
T A15_8 28 0 0.67725
T A15_7 152 0 5.5423
T A15_6 126 0 7.7831
T A15_5 30 0 1.2933
T A15_4 202 0 5.9573
T A15_3 75 0 2.0358
T A15_2 998 0 28.2344
T A15_1 21 0 0.49241
T A15_1 32 0 0.94105
