T D25_9 117 0 18.2547
T D25_8 152 0 32.9683
T D25_7 129 0 23.898
T D20_9 2001 37377280 132.5911
T D20_8 56 0 3.4754
T D20_7 53 0 4.2944
T D15_9 53 0 2.7691
T D15_8 57 0 2.573
T D15_7 104 0 5.9508
T C25_9 480 0 54.3569
T C25_8 825 0 54.3288
T C25_7 233 0 15.3926
T C20_9 48 0 1.6803
T C20_8 49 0 2.7387
T C20_7 51 0 3.1468
T C15_9 60 0 2.8215
T C15_8 27 0 0.59747
T C15_7 57 0 2.885
T B25_9 190 0 19.6984
T B25_8 1033 0 103.9466
T B25_7 108 0 12.8928
T B20_9 52 0 3.2637
T B20_8 2001 37754062.83 109.5083
T B20_7 236 0 14.5381
T B15_9 56 0 2.417
T B15_8 39 0 1.7517
T B15_7 67 0 3.4523
T A25_9 494 0 43.9483
T A25_8 66 0 5.4169
T A25_7 575 0 48.4913
T A25_6 2001 2716.16 187.3659
T A25_5 339 0 35.9667
T A25_4 857 0 67.9928
T A25_3 1079 0 81.2885
T A25_2 104 0 6.679
T A25_1 142 0 17.1145
T A25_1 2001 6142445.28 154.2765
T A20_9 157 0 7.3222
T A20_8 161 0 7.3574
T A20_7 451 0 15.8744
T A20_6 45 0 1.7333
T A20_5 40 0 1.6296
T A20_4 56 0 2.0281
T A20_3 43 0 1.2296
T A20_2 53 0 1.8207
T A20_1 115 0 5.5155
T A20_1 51 0 1.8088
T A15_9 58 0 1.4382
T A15_8 57 0 1.5433
T A15_7 92 0 3.5081
T A15_6 83 0 3.7598
T A15_5 45 0 1.0754
T A15_4 64 0 1.8829
T A15_3 112 0 3.3245
T A15_2 76 0 2.1192
T A15_1 25 0 0.57417
T A15_1 58 0 1.7266
